,game_title,platform,year,genre,publisher,north_america,europe,japan,rest_of_world,global,review
735,Madden NFL 06,XB,2005,Sports,Electronic Arts,1.75,0.03,0.0,0.08,1.86,84.2
736,Shrek 2,PS2,2004,Platform,Activision,1.12,0.69,0.03,0.02,1.86,70.0
737,The Legend of Dragoon,PS,1999,Role-Playing,Sony Computer Entertainment,0.94,0.44,0.39,0.1,1.86,89.0
738,Turok 2: Seeds of Evil,N64,1997,Platform,Acclaim Entertainment,1.37,0.41,0.04,0.04,1.86,89.41
739,SingStar,PS2,2004,Misc,Sony Computer Entertainment,0.0,1.37,0.0,0.49,1.86,78.0
740,Dead Space,PS3,2008,Action,Electronic Arts,1.0,0.59,0.0,0.28,1.86,89.05
741,NBA Live 2002,PS2,2001,Sports,Electronic Arts,0.91,0.71,0.0,0.24,1.86,70.49
742,Chrono Cross,PS,1999,Role-Playing,Square,0.62,0.42,0.69,0.12,1.86,92.18
743,Jak 3,PS2,2004,Platform,Sony Computer Entertainment,1.33,0.49,0.0,0.03,1.85,85.42
744,Kingdom Hearts: Chain of Memories,GBA,2004,Role-Playing,Square Enix,1.26,0.18,0.35,0.06,1.85,77.54
745,Pinball,NES,1984,Action,Nintendo,0.8,0.19,0.83,0.03,1.85,46.0
746,Gran Turismo Concept 2001 Tokyo,PS2,2002,Racing,Sony Computer Entertainment,0.0,1.1,0.42,0.33,1.84,80.0
747,Madden NFL 09,PS3,2008,Sports,Electronic Arts,1.55,0.12,0.0,0.17,1.84,79.0
748,NCAA Football 06,PS2,2005,Sports,Electronic Arts,1.53,0.05,0.0,0.25,1.84,87.69
749,"Hey You, Pikachu!",N64,1998,Simulation,Nintendo,0.83,0.06,0.93,0.0,1.83,68.0
750,Jet Moto,PS,1996,Racing,Sony Computer Entertainment,1.33,0.4,0.03,0.07,1.83,77.0
751,Secret of Mana,SNES,1993,Role-Playing,Square,0.25,0.07,1.49,0.02,1.83,92.0
752,Game Party 2,Wii,2008,Misc,Midway Games,1.24,0.42,0.0,0.17,1.83,46.0
753,Mario Super Sluggers,Wii,2008,Sports,Nintendo,1.41,0.0,0.2899999999999999,0.13,1.83,69.72
754,Air Combat,PS,1995,Simulation,Sony Computer Entertainment,0.92,0.33,0.52,0.05,1.83,60.0
755,Call of Duty 2,X360,2005,Shooter,Activision,1.66,0.02,0.01,0.14,1.83,89.78
756,Need for Speed: Shift,X360,2009,Racing,Electronic Arts,0.68,0.92,0.01,0.21,1.82,71.0
757,Sonic & Knuckles,GEN,1994,Platform,Sega,1.24,0.43,0.03,0.12,1.82,90.0
758,Namco Museum,PS2,2001,Misc,Namco Bandai Games,1.73,0.07,0.0,0.02,1.82,59.85
759,The Sims: Hot Date,PC,2001,Simulation,Electronic Arts,1.81,0.0,0.0,0.0,1.81,85.54
760,DDRMAX2: Dance Dance Revolution,PS2,2003,Simulation,Konami Digital Entertainment,1.05,0.59,0.0,0.18,1.81,82.35
761,Guitar Hero: World Tour,PS3,2008,Misc,Activision,1.04,0.51,0.0,0.26,1.81,83.41
762,Crazy Taxi,DC,2000,Racing,Sega,1.1,0.51,0.12,0.08,1.81,90.27
763,Virtua Fighter 4,PS2,2002,Fighting,Sega,0.78,0.44,0.56,0.04,1.81,91.33
764,LEGO Star Wars: The Complete Saga,PS3,2007,Action,LucasArts,0.88,0.64,0.0,0.2899999999999999,1.81,83.0
765,Toy Story 3: The Video Game,DS,2010,Action,Disney Interactive Studios,0.74,0.85,0.02,0.2,1.81,71.0
766,Sly 2: Band of Thieves,PS2,2004,Platform,Sony Computer Entertainment,0.88,0.69,0.0,0.23,1.81,89.0
767,Sonic Advance 2,GBA,2002,Platform,Sega,0.93,0.59,0.21,0.07,1.8,83.0
768,NFL GameDay 2000,PS,1999,Sports,989 Studios,1.0,0.68,0.0,0.12,1.8,78.0
769,Dead Island,PS3,2011,Action,Deep Silver,0.83,0.57,0.14,0.26,1.8,71.78
770,Borderlands,PS3,2009,Shooter,Take-Two Interactive,1.06,0.49,0.0,0.25,1.8,83.98
771,The Lion King,SNES,1994,Platform,Virgin Interactive,1.26,0.39,0.08,0.06,1.79,73.75
772,Midnight Club II,PS2,2003,Racing,Take-Two Interactive,1.25,0.2899999999999999,0.0,0.24,1.78,85.85
773,Rayman Raving Rabbids 2,Wii,2007,Misc,Ubisoft,0.8,0.79,0.0,0.19,1.78,77.0
774,SpongeBob SquarePants: SuperSponge,PS,2001,Action,THQ,1.12,0.5799999999999998,0.0,0.08,1.78,63.0
775,Madden NFL 07,X360,2006,Sports,Electronic Arts,1.64,0.0,0.01,0.13,1.78,81.9
776,The Getaway: Black Monday,PS2,2004,Action,Sony Computer Entertainment,0.39,1.01,0.02,0.36,1.78,73.0
777,Need for Speed: The Run,PS3,2011,Racing,Electronic Arts,0.49,0.91,0.03,0.34,1.78,72.0
778,50 Cent: Bulletproof,PS2,2005,Action,Vivendi Games,0.85,0.76,0.0,0.16,1.77,47.38
779,Final Fantasy II,SNES,1991,Role-Playing,Square,0.24,0.09,1.33,0.12,1.77,90.0
780,Kirby 64: The Crystal Shards,N64,2000,Platform,Nintendo,0.63,0.06,1.03,0.04,1.77,74.48999999999998
781,Dead or Alive 3,XB,2001,Fighting,Microsoft Game Studios,1.19,0.2899999999999999,0.24,0.06,1.77,86.18
782,Phineas and Ferb,DS,2009,Action,Disney Interactive Studios,1.25,0.35,0.0,0.16,1.76,71.0
783,Metroid II: Return of Samus,GB,1991,Adventure,Nintendo,0.85,0.31,0.56,0.04,1.76,83.0
784,WWF Attitude,PS,1998,Fighting,Acclaim Entertainment,1.27,0.42,0.0,0.07,1.76,76.0
785,The SpongeBob SquarePants Movie,PS2,2004,Platform,THQ,1.06,0.54,0.0,0.16,1.76,71.89
786,Golden Sun,GBA,2001,Role-Playing,Nintendo,0.93,0.38,0.4,0.06,1.76,89.1
787,Kid Icarus,NES,1986,Platform,Nintendo,0.53,0.12,1.09,0.02,1.76,80.0
788,Sonic the Hedgehog 3,GEN,1994,Platform,Sega,1.02,0.47,0.2,0.07,1.76,90.0
789,Def Jam: Fight for NY,PS2,2004,Action,Electronic Arts,0.86,0.67,0.0,0.22,1.76,84.55
790,Tom Clancy's Ghost Recon,XB,2002,Shooter,Ubisoft,1.23,0.46,0.0,0.07,1.76,85.31
791,State of Emergency,PS2,2002,Action,Take-Two Interactive,0.86,0.67,0.0,0.22,1.76,70.0
792,The Urbz: Sims in the City,PS2,2004,Simulation,Electronic Arts,0.52,0.95,0.0,0.2899999999999999,1.76,70.6
793,Burnout Paradise,PS3,2008,Racing,Electronic Arts,0.95,0.52,0.02,0.26,1.76,87.78
794,Star Wars: Starfighter,PS2,2001,Simulation,Activision,0.61,0.87,0.02,0.26,1.76,78.0
795,Madden NFL 2000,PS,1998,Sports,Electronic Arts,1.68,0.04,0.0,0.04,1.75,83.0
796,Star Wars Battlefront,XB,2004,Shooter,Activision,1.24,0.45,0.0,0.07,1.75,86.0
797,Pro Evolution Soccer,PS2,2001,Sports,Konami Digital Entertainment,0.06,0.9,0.53,0.27,1.75,85.0
798,Star Wars: The Force Unleashed,Wii,2008,Action,LucasArts,1.05,0.52,0.0,0.18,1.75,80.0
799,Kirby's Adventure,NES,1993,Platform,Nintendo,0.79,0.14,0.8,0.02,1.75,86.0
800,Disney's Aladdin,SNES,1993,Platform,Capcom,0.94,0.34,0.21,0.27,1.75,81.0
801,GoldenEye 007 (2010),Wii,2010,Action,Activision,0.8,0.65,0.13,0.17,1.74,83.67
802,Star Wars Episode I: The Phantom Menace,PS,1999,Adventure,LucasArts,0.72,0.89,0.04,0.1,1.74,67.0
803,Xenosaga Episode I: Der Wille zur Macht,PS2,2002,Role-Playing,Namco Bandai Games,0.63,0.49,0.45,0.17,1.74,83.87
804,Dragon Quest Monsters: Joker,DS,2006,Role-Playing,Square Enix,0.22,0.01,1.49,0.02,1.74,76.52
805,Madden NFL 99,PS,1998,Sports,Electronic Arts,1.66,0.04,0.0,0.04,1.74,77.0
806,SSX Tricky,PS2,2001,Sports,Electronic Arts,0.85,0.66,0.0,0.22,1.73,92.54
807,Twisted Metal III,PS,1998,Action,989 Studios,1.48,0.2,0.0,0.05,1.73,48.97
808,Nintendo Land,WiiU,2012,Action,Nintendo,0.91,0.39,0.3,0.14,1.73,78.0
809,Harry Potter and the Sorcerer's Stone,GB,2001,Action,Electronic Arts,0.94,0.62,0.1,0.07,1.73,72.0
810,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,PS2,2003,Action,Take-Two Interactive,0.85,0.66,0.0,0.22,1.72,87.0
811,Call of Duty: World at War Final Fronts,PS2,2008,Shooter,Activision,0.61,0.89,0.0,0.22,1.72,85.0
812,Need for Speed: Most Wanted - A Criterion Game,PS3,2012,Racing,Electronic Arts,0.45,0.89,0.04,0.33,1.72,76.0
813,Madden NFL 2005,XB,2004,Sports,Electronic Arts,1.61,0.03,0.0,0.08,1.72,86.0
814,Star Ocean: Till The End of Time,PS2,2003,Role-Playing,Square Enix,0.8,0.21,0.55,0.15,1.72,87.0
815,NBA 2K11,PS3,2010,Sports,Take-Two Interactive,1.34,0.18,0.03,0.17,1.72,87.0
816,Toy Story 2: Buzz Lightyear to the Rescue!,PS,1998,Platform,Activision,0.99,0.64,0.0,0.08,1.71,79.0
817,Ace Combat 5: The Unsung War,PS2,2004,Simulation,Sony Computer Entertainment,0.88,0.34,0.32,0.18,1.71,84.9
818,Need for Speed Underground,XB,2003,Racing,Electronic Arts,1.09,0.55,0.0,0.07,1.71,82.0
819,Tetris Worlds,GBA,2001,Puzzle,THQ,1.25,0.39,0.0,0.06,1.71,57.0
820,FIFA Soccer 08,PS3,2007,Sports,Electronic Arts,0.35,1.04,0.02,0.31,1.71,82.0
821,The Orange Box,X360,2007,Shooter,Electronic Arts,1.04,0.48,0.02,0.17,1.71,96.36
822,The Sims 2: University,PC,2005,Simulation,Electronic Arts,1.68,0.02,0.0,0.0,1.7,81.11
823,UFC 2009 Undisputed,PS3,2009,Fighting,THQ,1.04,0.42,0.01,0.23,1.7,85.0
824,FIFA Soccer 10,PS2,2009,Sports,Electronic Arts,0.23,1.16,0.0,0.31,1.7,79.0
825,NBA 2K13,PS3,2012,Action,Take-Two Interactive,1.35,0.17,0.04,0.15,1.7,84.0
826,Super Puyo Puyo,SNES,1993,Puzzle,Banpresto,0.0,0.0,1.69,0.01,1.7,94.0
827,Guild Wars 2,PC,2012,Role-Playing,NCSoft,0.78,0.69,0.0,0.23,1.7,90.02
828,NCAA Football 07,PS2,2006,Sports,Electronic Arts,1.41,0.05,0.0,0.23,1.7,89.0
829,SOCOM 3: U.S. Navy SEALs,PS2,2005,Shooter,Sony Computer Entertainment,1.22,0.34,0.04,0.1,1.69,80.86
830,Jampack Winter '99,PS,1999,Misc,Sony Computer Entertainment,0.94,0.64,0.0,0.11,1.69,75.0
831,WCW vs. nWo: World Tour,N64,1997,Fighting,THQ,1.37,0.28,0.03,0.02,1.69,75.11
832,Crackdown,X360,2007,Shooter,Microsoft Game Studios,0.97,0.51,0.03,0.18,1.69,83.35
833,WCW/NWO Thunder,PS,1998,Fighting,THQ,1.1,0.48,0.04,0.07,1.69,57.57
834,Harry Potter and the Sorcerer's Stone,GBA,2001,Action,Electronic Arts,0.87,0.66,0.08,0.08,1.69,60.0
835,Dragon Ball Z: The Legacy of Goku,GBA,2002,Role-Playing,Infogrames,1.52,0.12,0.0,0.05,1.69,51.08
836,Ratchet & Clank Future: A Crack in Time,PS3,2009,Platform,Sony Computer Entertainment,0.97,0.45,0.03,0.23,1.69,90.0
837,Imagine: Teacher,DS,2008,Simulation,Ubisoft,0.68,0.81,0.0,0.19,1.69,50.0
838,Resident Evil 4,GC,2005,Action,Capcom,0.98,0.42,0.22,0.06,1.69,95.83
839,World Championship Poker: Featuring Howard Lederer - All In,PS2,2006,Misc,Crave Entertainment,0.82,0.64,0.0,0.22,1.68,71.35
840,Demon's Souls,PS3,2009,Role-Playing,Namco Bandai Games,0.86,0.3,0.34,0.17,1.68,89.72
841,NFL GameDay 98,PS,1997,Sports,Sony Computer Entertainment,1.58,0.06,0.0,0.04,1.68,76.0
842,Mortal Kombat vs DC Universe,PS3,2008,Fighting,Midway Games,1.26,0.24,0.0,0.18,1.68,78.0
843,Yoshi's Cookie,GB,1992,Puzzle,Nintendo,0.59,0.24,0.82,0.03,1.68,75.0
844,Time Crisis,PS,1997,Shooter,Namco Bandai Games,0.38,0.87,0.33,0.1,1.68,85.5
845,Ben 10: Protector of Earth,DS,2007,Action,D3Publisher,0.68,0.81,0.0,0.19,1.68,61.75
846,The Sims: Superstar,PC,2003,Simulation,Electronic Arts,1.67,0.0,0.0,0.0,1.68,76.98
847,Metroid Fusion,GBA,2002,Adventure,Nintendo,1.18,0.27,0.17,0.06,1.68,91.44
848,SSX 3,PS2,2003,Sports,Electronic Arts,0.93,0.52,0.0,0.22,1.67,92.28
849,Madden NFL 2001,PS,2000,Sports,Electronic Arts,1.58,0.05,0.0,0.04,1.67,82.0
850,Toy Story Mania!,Wii,2009,Misc,Disney Interactive Studios,0.89,0.61,0.0,0.17,1.67,55.36
851,Star Wars Battlefront II,XB,2005,Shooter,Activision,1.22,0.39,0.0,0.06,1.67,89.0
852,"Monsters, Inc.",GBA,2001,Adventure,THQ,0.59,0.95,0.03,0.1,1.67,46.0
853,Tony Hawk's Pro Skater 3,PS,2001,Sports,Activision,1.09,0.49,0.02,0.07,1.67,87.0
854,Disney's DuckTales,NES,1989,Platform,Capcom,0.91,0.3,0.42,0.04,1.67,82.0
855,PGR: Project Gotham Racing 2,XB,2003,Racing,Microsoft Game Studios,0.97,0.59,0.04,0.07,1.67,88.0
856,Spy Hunter,PS2,2001,Racing,Midway Games,1.13,0.32,0.0,0.22,1.67,75.0
857,NCAA Football 2004,PS2,2003,Sports,Electronic Arts,1.35,0.09,0.0,0.23,1.67,89.45
858,SpongeBob SquarePants: Battle for Bikini Bottom,PS2,2003,Platform,THQ,1.08,0.45,0.0,0.14,1.67,79.0
859,The Beatles: Rock Band,Wii,2009,Misc,MTV Games,1.14,0.37,0.0,0.15,1.66,85.0
860,Street Fighter II': Special Champion Edition,GEN,1992,Fighting,Sega,1.0,0.3,0.31,0.04,1.66,84.0
861,SSX,PS2,2000,Sports,Electronic Arts,0.78,0.61,0.06,0.2,1.66,92.17
862,NBA Ballers,PS2,2004,Sports,Midway Games,0.81,0.63,0.0,0.21,1.66,83.0
863,NBA Live 2003,PS2,2002,Sports,Electronic Arts,1.25,0.15,0.03,0.22,1.66,82.84
864,Dragon Ball Z: Budokai Tenkaichi,PS2,2005,Fighting,Atari,0.96,0.12,0.54,0.04,1.66,76.86
865,Street Fighter IV,X360,2009,Fighting,Capcom,1.03,0.41,0.05,0.16,1.65,84.0
866,Personal Trainer: Math,DS,2007,Puzzle,Nintendo,0.47,1.1,0.0,0.08,1.65,75.0
867,Mario Party 6,GC,2004,Misc,Nintendo,0.9,0.11,0.6,0.05,1.65,73.23
868,Super Scope 6,SNES,1991,Shooter,Nintendo,1.06,0.38,0.15,0.05,1.65,69.0
869,Metroid Prime 3: Corruption,Wii,2007,Shooter,Nintendo,0.87,0.54,0.07,0.16,1.64,90.23
870,Kirby & the Amazing Mirror,GBA,2004,Platform,Nintendo,0.8,0.05,0.76,0.03,1.64,77.54
871,Tom Clancy's Rainbow Six,PS,1999,Shooter,Red Storm Entertainment,0.93,0.63,0.0,0.08,1.64,48.07
872,Ghosts 'n Goblins,NES,1986,Platform,Capcom,0.74,0.26,0.61,0.03,1.64,76.0
873,Tiger Woods PGA Tour 2003,PS2,2002,Sports,Electronic Arts,0.8,0.63,0.0,0.21,1.64,87.9
874,NBA Live 06 (All region sales),PS2,2005,Sports,Electronic Arts,1.44,0.15,0.0,0.05,1.64,81.0
875,Prince of Persia: Warrior Within,PS2,2004,Adventure,Ubisoft,0.54,0.88,0.0,0.22,1.64,89.0
876,Big Beach Sports,Wii,2008,Sports,THQ,0.44,1.0,0.0,0.2,1.63,45.12
877,New Super Mario Bros. U,WiiU,2012,Action,Nintendo,0.73,0.31,0.49,0.11,1.63,84.68
878,ESPN NFL 2K5,XB,2004,Sports,Sega,1.54,0.02,0.0,0.07,1.63,90.52
879,Fight Night Round 3,PS3,2006,Fighting,Electronic Arts,0.8,0.57,0.01,0.26,1.63,81.73
880,Pikmin,GC,2001,Strategy,Nintendo,0.78,0.25,0.56,0.04,1.63,85.0
881,Tiger Woods PGA Tour 2004,PS2,2003,Sports,Electronic Arts,1.18,0.34,0.0,0.1,1.63,90.11
882,We Ski,Wii,2008,Sports,Namco Bandai Games,0.95,0.38,0.14,0.15,1.63,68.3
883,Portal 2,X360,2011,Shooter,Valve Software,1.08,0.38,0.01,0.15,1.63,91.0
884,Ape Escape,PS,1999,Platform,Sony Computer Entertainment,0.71,0.48,0.32,0.11,1.63,90.44
885,NCAA Football 2005,PS2,2004,Sports,Electronic Arts,1.32,0.09,0.0,0.22,1.62,89.45
886,Shaun White Snowboarding: Road Trip,Wii,2008,Sports,Ubisoft,0.92,0.55,0.0,0.16,1.62,77.61
887,Tony Hawk's American Wasteland (Old all region sales),PS2,2005,Sports,Activision,0.8,0.63,0.01,0.19,1.62,84.0
888,Kirby Air Ride,GC,2003,Racing,Nintendo,1.01,0.11,0.45,0.04,1.62,65.58
889,Star Wars Battlefront: Renegade Squadron,PSP,2007,Shooter,LucasArts,0.88,0.44,0.0,0.31,1.62,83.0
890,Sled Storm,PS,1998,Racing,Electronic Arts,0.9,0.61,0.0,0.11,1.62,81.0
891,NFL Street 2,PS2,2004,Sports,Electronic Arts,0.79,0.62,0.0,0.21,1.61,85.0
892,Dragon Quest VI: Realms of Revelation,DS,2010,Role-Playing,Nintendo,0.17,0.06,1.35,0.02,1.61,83.0
893,Yu-Gi-Oh! Duel Monsters,GB,1998,Strategy,Konami Digital Entertainment,0.0,0.0,1.61,0.01,1.61,82.0
894,Super Mario Strikers,GC,2005,Sports,Nintendo,0.98,0.38,0.2,0.04,1.61,84.0
895,Buzz! The Music Quiz,PS2,2005,Misc,Sony Computer Entertainment,0.0,1.18,0.0,0.43,1.61,65.0
896,Midnight Club 3: DUB Edition (America/Others Sales),PS2,2005,Racing,Take-Two Interactive,1.3,0.23,0.0,0.07,1.6,86.21
897,F-1 World Grand Prix,N64,1998,Racing,Video System,0.46,0.96,0.09,0.08,1.6,75.39
898,Silent Hill,PS,1999,Adventure,Konami Digital Entertainment,0.71,0.48,0.3,0.1,1.6,89.0
899,Sonic Heroes,GC,2003,Platform,Sega,1.05,0.44,0.06,0.04,1.6,74.68
900,Saints Row 2,PS3,2008,Action,THQ,0.85,0.49,0.02,0.24,1.6,85.0
901,ESPN NBA 2K5,PS2,2004,Sports,Global Star,1.26,0.12,0.0,0.21,1.59,82.19
902,Grand Theft Auto: Episodes from Liberty City,PS3,2010,Adventure,Take-Two Interactive,0.44,0.75,0.13,0.27,1.59,89.16
903,The Legend of Zelda: Twilight Princess,GC,2006,Adventure,Nintendo,1.15,0.36,0.04,0.04,1.59,95.0
904,Army of Two,X360,2008,Shooter,Electronic Arts,1.06,0.36,0.02,0.15,1.59,74.56
905,The Sims 3: Pets,PC,2011,Simulation,Electronic Arts,0.48,0.86,0.0,0.25,1.59,78.5
906,Soul Blade,PS,1996,Fighting,Sony Computer Entertainment,0.61,0.41,0.46,0.1,1.59,86.0
907,Dragon Quest IV: Chapters of the Chosen,DS,2007,Role-Playing,Square Enix,0.2899999999999999,0.01,1.27,0.03,1.59,79.88
908,NASCAR 2000,PS,1999,Racing,Electronic Arts,0.88,0.6,0.0,0.1,1.59,72.0
909,MySims,Wii,2007,Simulation,Electronic Arts,0.88,0.5,0.04,0.16,1.58,85.0
910,Need for Speed Carbon,X360,2006,Racing,Electronic Arts,0.73,0.66,0.02,0.17,1.58,81.0
911,Star Wars The Clone Wars: Lightsaber Duels,Wii,2008,Action,LucasArts,1.17,0.27,0.0,0.14,1.58,68.0
912,Jampack Summer 2K,PS,2000,Misc,Sony Computer Entertainment,0.88,0.6,0.0,0.1,1.58,66.0
913,Spyro 2: Season of Flame,GBA,2002,Platform,Vivendi Games,0.85,0.65,0.0,0.08,1.58,79.0
914,Pro Evolution Soccer 2008,PS3,2007,Sports,Konami Digital Entertainment,0.04,1.09,0.32,0.13,1.58,71.0
915,Heavenly Sword,PS3,2007,Action,Sony Computer Entertainment,0.55,0.69,0.06,0.28,1.57,80.45
916,Pro Evolution Soccer 2010,PS2,2009,Sports,Konami Digital Entertainment,0.1,1.07,0.12,0.28,1.57,82.0
917,NCAA Football 2002,PS2,2001,Sports,Electronic Arts,0.77,0.6,0.0,0.2,1.57,84.0
918,Mario Hoops 3 on 3,DS,2006,Sports,Nintendo,0.97,0.02,0.49,0.09,1.57,80.0
919,Viva Pinata,X360,2006,Simulation,Microsoft Game Studios,0.43,0.92,0.02,0.19,1.57,85.37
920,Conflict: Desert Storm,PS2,2002,Shooter,Capcom,0.98,0.53,0.0,0.06,1.57,69.52
921,Mario Party 7,GC,2005,Misc,Nintendo,0.95,0.11,0.46,0.04,1.57,65.39
922,Mortal Kombat,X360,2011,Fighting,Warner Bros. Interactive Entertainment,1.19,0.24,0.0,0.14,1.57,90.0
923,Just Cause 2,PS3,2010,Action,Square Enix,0.38,0.84,0.06,0.2899999999999999,1.57,83.55
924,Smuggler's Run,PS2,2000,Racing,Take-Two Interactive,0.77,0.6,0.0,0.2,1.56,76.0
925,Fight Night Round 3,PS2,2006,Fighting,Electronic Arts,1.07,0.4,0.0,0.1,1.56,83.61
926,Donkey Kong Classics,NES,1988,Platform,Nintendo,0.59,0.14,0.81,0.02,1.56,81.0
927,Twisted Metal,PS,1995,Action,Sony Computer Entertainment,1.32,0.19,0.0,0.05,1.56,66.88
928,Final Fight,SNES,1990,Action,Capcom,0.67,0.17,0.69,0.03,1.56,76.0
929,Pokemon Pinball: Ruby & Sapphire,GBA,2003,Misc,Nintendo,0.68,0.38,0.44,0.05,1.56,79.0
930,Stuntman,PS2,2002,Racing,Atari,0.76,0.59,0.0,0.2,1.55,77.0
931,Skate 3,X360,2010,Sports,Electronic Arts,0.85,0.54,0.0,0.16,1.55,83.0
932,Tom Clancy's Rainbow Six 3,XB,2003,Shooter,Ubisoft,0.91,0.57,0.0,0.07,1.55,87.96
933,Mortal Kombat vs DC Universe,X360,2008,Fighting,Midway Games,1.21,0.21,0.0,0.13,1.55,76.0
934,Spider-Man 2: Enter: Electro,PS,2001,Action,Activision,0.57,0.87,0.02,0.09,1.55,80.0
935,007: The World is not Enough,N64,2000,Action,Electronic Arts,1.13,0.38,0.02,0.03,1.55,67.78
936,Rock Band,PS3,2008,Misc,Electronic Arts,0.96,0.39,0.0,0.21,1.55,91.23
937,Hannah Montana: Music Jam,DS,2007,Action,Disney Interactive Studios,1.04,0.36,0.0,0.14,1.55,51.0
938,inFAMOUS 2,PS3,2011,Action,Sony Computer Entertainment,0.91,0.36,0.08,0.2,1.55,84.37
939,Command & Conquer: Tiberian Sun,PC,1999,Strategy,Westwood Studios,1.55,0.0,0.0,0.0,1.55,82.0
940,Dark Cloud,PS2,2000,Role-Playing,Sony Computer Entertainment,0.83,0.44,0.08,0.19,1.54,78.45999999999998
941,Warcraft III: The Frozen Throne,PC,2003,Strategy,Activision,0.5799999999999998,0.87,0.0,0.09,1.54,90.98
942,MVP Baseball 2005,PS2,2005,Sports,Electronic Arts,1.26,0.07,0.0,0.21,1.54,87.36
943,Far Cry 2,X360,2008,Shooter,Ubisoft,0.69,0.66,0.02,0.17,1.54,84.42
944,SpongeBob's Atlantis SquarePantis,DS,2007,Adventure,THQ,1.42,0.0,0.0,0.12,1.54,70.0
945,Resident Evil 6,X360,2012,Action,Capcom,0.86,0.48,0.05,0.15,1.54,69.03
946,Die Hard Trilogy,PS,1996,Shooter,Fox Interactive,0.85,0.5799999999999998,0.0,0.1,1.54,59.05
947,Kirby's Return to Dreamland,Wii,2011,Platform,Nintendo,0.52,0.18,0.76,0.07,1.53,85.0
948,Warcraft III: Reign of Chaos,PC,2002,Strategy,Vivendi Games,1.51,0.03,0.0,0.0,1.53,93.02
949,Mortal Kombat 3,SNES,1994,Fighting,Acclaim Entertainment,1.19,0.2899999999999999,0.0,0.05,1.53,83.0
950,Guitar Hero: On Tour Decades,DS,2008,Misc,Activision,0.81,0.56,0.0,0.16,1.53,78.0
951,NFL GameDay 99,PS,1998,Sports,989 Studios,1.44,0.05,0.0,0.04,1.53,79.0
952,Dragon Quest V: Hand of the Heavenly Bride,DS,2008,Role-Playing,Square Enix,0.15,0.01,1.36,0.01,1.53,87.0
953,High School Musical 3: Senior Year,DS,2008,Misc,Disney Interactive Studios,0.6,0.75,0.0,0.17,1.53,35.0
954,Mario Golf: Toadstool Tour,GC,2003,Sports,Nintendo,1.09,0.15,0.25,0.04,1.53,82.0
955,Tiger Woods 99 PGA Tour Golf,PS,1997,Sports,Electronic Arts,0.85,0.5799999999999998,0.0,0.1,1.53,73.02
956,Pokémon Mystery Dungeon: Explorers of Sky,DS,2009,Role-Playing,Nintendo,0.54,0.42,0.44,0.12,1.52,86.0
957,Game Party 3,Wii,2009,Puzzle,Warner Bros. Interactive Entertainment,1.26,0.14,0.0,0.13,1.52,52.0
958,Knockout Kings,PS,1997,Fighting,Electronic Arts,1.07,0.39,0.0,0.06,1.52,81.34999999999998
959,The Simpsons Skateboarding,PS2,2002,Sports,Electronic Arts,0.36,0.9,0.0,0.27,1.52,37.58
960,Need For Speed: Undercover,X360,2008,Racing,Electronic Arts,0.68,0.66,0.01,0.17,1.52,75.0
961,Active Life: Outdoor Challenge,Wii,2008,Sports,Atari,0.77,0.42,0.19,0.14,1.52,68.67
962,Pokémon Battle Revolution,Wii,2006,Role-Playing,Nintendo,0.77,0.33,0.3,0.12,1.52,53.19
963,NASCAR 98,PS,1996,Racing,Electronic Arts,1.43,0.05,0.0,0.04,1.52,74.0
964,F1 Race,NES,1984,Racing,Nintendo,0.0,0.0,1.52,0.0,1.52,74.0
965,NASCAR 99,PS,1998,Racing,Electronic Arts,1.45,0.04,0.0,0.04,1.52,72.0
966,NBA Live 2000,PS,1998,Sports,Electronic Arts,1.43,0.05,0.0,0.03,1.52,88.0
967,Super Monkey Ball 2,GC,2002,Puzzle,Atari,1.11,0.31,0.06,0.04,1.52,86.0
968,Pac-Man World 2,PS2,2002,Action,Namco Bandai Games,1.26,0.05,0.0,0.21,1.51,78.0
969,SoulCalibur IV,X360,2008,Fighting,Ubisoft,0.88,0.42,0.07,0.15,1.51,85.0
970,Assassin's Creed: Bloodlines,PSP,2009,Action,Ubisoft,0.38,0.69,0.05,0.39,1.51,63.63
971,Simpsons Wrestling,PS,2001,Fighting,Electronic Arts,0.23,1.16,0.0,0.11,1.51,63.0
972,MySims Kingdom,DS,2008,Simulation,Electronic Arts,0.77,0.57,0.01,0.16,1.51,63.0
973,NBA Live 98,PS,1997,Sports,Electronic Arts,1.41,0.06,0.0,0.04,1.51,80.0
974,The Simpsons Game,PS2,2007,Platform,Electronic Arts,0.35,0.94,0.0,0.22,1.51,67.62
975,Monopoly,PS,1997,Misc,Hasbro Interactive,1.18,0.27,0.0,0.05,1.51,59.0
976,Gran Turismo 4 Prologue,PS2,2003,Racing,Sony Computer Entertainment,0.0,0.57,0.77,0.17,1.51,74.0
977,SoulCalibur II,GC,2003,Fighting,Namco Bandai Games,0.99,0.32,0.11,0.08,1.5,89.0
978,Tokyo Xtreme Racer Zero,PS2,2000,Racing,Crave Entertainment,0.66,0.52,0.15,0.17,1.5,78.48
979,NFL Blitz,PS,1998,Sports,Midway Games,1.41,0.05,0.0,0.04,1.5,85.0
980,Red Faction II,PS2,2002,Shooter,THQ,0.49,0.78,0.0,0.23,1.5,83.0
