,game_title,platform,year,genre,publisher,north_america,europe,japan,rest_of_world,global,review
1714,Empire: Total War,PC,2009,Strategy,Sega,0.0,0.85,0.0,0.08,0.93,88.87
1715,Toy Story 2: Buzz Lightyear to the Rescue!,N64,1999,Platform,Activision,0.71,0.2,0.0,0.01,0.93,70.0
1716,Teenage Mutant Ninja Turtles,GBA,2003,Platform,Konami Digital Entertainment,0.67,0.25,0.0,0.02,0.93,69.0
1717,MLB 07: The Show,PS2,2007,Sports,Sony Computer Entertainment,0.77,0.03,0.0,0.13,0.93,87.0
1718,Inazuma Eleven 3: Sekai e no Chousen!! Bomber / Spark,DS,2010,Role-Playing,Level 5,0.0,0.0,0.93,0.0,0.93,56.0
1719,SnoCross Championship Racing,PS,1999,Racing,Crave Entertainment,0.52,0.35,0.0,0.06,0.93,70.0
1720,Uncharted: Golden Abyss,PSV,2011,Action,Sony Computer Entertainment,0.36,0.35,0.12,0.09,0.93,84.0
1721,Teenage Mutant Ninja Turtles,PS2,2003,Platform,Konami Digital Entertainment,0.45,0.35,0.0,0.12,0.92,71.0
1722,Top Gun: Combat Zones,PS2,2001,Simulation,Titus,0.45,0.35,0.0,0.12,0.92,56.0
1723,007: The World is not Enough,PS,2000,Action,Electronic Arts,0.51,0.35,0.0,0.06,0.92,81.06999999999998
1724,My Weight Loss Coach,DS,2008,Sports,Ubisoft,0.28,0.53,0.0,0.11,0.92,77.0
1725,DiRT 2,PS3,2009,Racing,Codemasters,0.26,0.48,0.0,0.18,0.92,87.57
1726,NHL 98,PS,1997,Sports,Electronic Arts,0.51,0.35,0.0,0.06,0.92,79.0
1727,WWE '13,PS3,2012,Action,THQ,0.39,0.37,0.0,0.16,0.92,79.0
1728,Space Jam,PS,1996,Sports,Acclaim Entertainment,0.51,0.35,0.0,0.06,0.92,56.0
1729,NCAA Football 10,X360,2009,Sports,Electronic Arts,0.85,0.0,0.0,0.07,0.92,80.0
1730,Knockout Kings 2000,N64,1999,Fighting,Electronic Arts,0.63,0.27,0.0,0.02,0.92,79.0
1731,Tony Hawk: RIDE,Wii,2009,Sports,Activision,0.68,0.16,0.0,0.08,0.92,54.0
1732,Dishonored,PS3,2012,Shooter,Bethesda Softworks,0.44,0.31,0.03,0.14,0.92,89.61
1733,Toy Story 3: The Video Game,PS3,2010,Action,Disney Interactive Studios,0.44,0.34,0.0,0.14,0.92,78.0
1734,Sonic Riders,GC,2006,Racing,Sega,0.71,0.18,0.0,0.03,0.92,63.46
1735,Starsky & Hutch,PS2,2003,Racing,Empire Interactive,0.45,0.35,0.0,0.12,0.92,65.0
1736,Tobal No.1,PS,1996,Fighting,Sony Computer Entertainment,0.12,0.08,0.66,0.06,0.92,82.81
1737,The ICO & Shadow of the Colossus Collection,PS3,2011,Adventure,Sony Computer Entertainment,0.45,0.22,0.13,0.11,0.92,91.0
1738,Sonic and the Black Knight,Wii,2009,Platform,Sega,0.5,0.31,0.01,0.09,0.92,71.0
1739,Mario & Sonic at the London 2012 Olympic Games,3DS,2012,Sports,Sega,0.15,0.44,0.27,0.06,0.91,74.0
1740,Gold's Gym: Dance Workout,Wii,2010,Sports,Ubisoft,0.56,0.26,0.0,0.09,0.91,60.0
1741,Street Hoops,PS2,2002,Sports,Activision,0.45,0.35,0.0,0.12,0.91,65.0
1742,Sonic & SEGA All-Stars Racing,DS,2010,Racing,Sega,0.39,0.42,0.0,0.1,0.91,80.0
1743,Red Dead Redemption: Undead Nightmare,X360,2010,Action,Take-Two Interactive,0.44,0.35,0.02,0.09,0.91,87.0
1744,Knockout Kings 2002,PS2,2002,Sports,Electronic Arts,0.45,0.35,0.0,0.12,0.91,76.28
1745,Dragon's Dogma,PS3,2012,Adventure,Capcom,0.19,0.16,0.5,0.07,0.91,79.56999999999998
1746,Disney Fairies: Tinker Bell and the Lost Treasure,DS,2009,Adventure,Disney Interactive Studios,0.5,0.3,0.02,0.09,0.91,40.0
1747,Tokyo Xtreme Racer 3,PS2,2003,Racing,Crave Entertainment,0.35,0.27,0.21,0.09,0.91,64.64
1748,de Blob,Wii,2008,Platform,THQ,0.46,0.35,0.0,0.1,0.91,81.12
1749,Glover,N64,1998,Platform,Hasbro Interactive,0.72,0.17,0.0,0.01,0.91,62.0
1750,Colin McRae Rally 2.0,PS,2000,Racing,Codemasters,0.02,0.8,0.02,0.07,0.91,88.82
1751,SpongeBob SquarePants: The Yellow Avenger,PSP,2006,Action,THQ,0.55,0.21,0.0,0.16,0.91,67.0
1752,Namco Museum,XB,2002,Misc,Namco Bandai Games,0.77,0.11,0.0,0.04,0.91,64.05
1753,Brutal Legend,X360,2009,Action,Electronic Arts,0.5799999999999998,0.24,0.0,0.09,0.91,81.59999999999998
1754,LEGO Star Wars III: The Clone Wars,DS,2011,Action,LucasArts,0.5,0.32,0.0,0.09,0.91,76.0
1755,Sonic Mega Collection Plus,XB,2004,Misc,Sega,0.61,0.26,0.0,0.04,0.91,76.27
1756,LEGO Batman 2: DC Super Heroes,X360,2012,Action,Warner Bros. Interactive Entertainment,0.48,0.33,0.0,0.09,0.91,79.54
1757,Sonic Free Riders,X360,2010,Racing,Sega,0.59,0.23,0.0,0.09,0.91,51.24
1758,Medal of Honor: Warfighter,PS3,2012,Shooter,Electronic Arts,0.32,0.38,0.05,0.15,0.91,70.0
1759,LEGO Harry Potter: Years 5-7,Wii,2011,Action,Warner Bros. Interactive Entertainment,0.52,0.3,0.0,0.09,0.91,79.0
1760,Tiger Woods PGA Tour 2002,PS2,2002,Sports,Electronic Arts,0.44,0.35,0.0,0.12,0.9,83.95
1761,Sonic Unleashed,PS3,2008,Platform,Sega,0.5,0.27,0.01,0.12,0.9,70.0
1762,Your Shape: Fitness Evolved 2012,X360,2011,Sports,Ubisoft,0.53,0.28,0.0,0.09,0.9,80.0
1763,AMF Bowling Pinbusters!,Wii,2007,Sports,Bethesda Softworks,0.83,0.0,0.0,0.07,0.9,30.5
1764,FIFA Street,PS3,2012,Sports,Electronic Arts,0.06,0.63,0.0,0.21,0.9,76.70999999999998
1765,Mini-Yonku Shining Scorpion: Let's & Go!!,SNES,1996,Racing,ASCII Entertainment,0.0,0.0,0.9,0.0,0.9,70.0
1766,MLB 2005,PS2,2004,Sports,Sony Computer Entertainment,0.44,0.35,0.0,0.12,0.9,78.0
1767,Burnout Revenge,PS2,2005,Racing,Electronic Arts,0.75,0.03,0.0,0.12,0.9,93.32
1768,Destruction Derby,PS,1995,Racing,Psygnosis,0.5,0.34,0.0,0.06,0.9,72.75
1769,3Xtreme,PS,1999,Action,989 Studios,0.5,0.34,0.0,0.06,0.9,40.38
1770,Hot Shots Tennis,PS2,2006,Sports,Sony Computer Entertainment,0.17,0.13,0.55,0.05,0.9,74.0
1771,Sonic Heroes,XB,2003,Platform,Sega,0.41,0.43,0.01,0.05,0.9,75.36
1772,Madden NFL 99,N64,1998,Sports,Electronic Arts,0.84,0.05,0.0,0.01,0.9,77.0
1773,Spider-Man 3,PS2,2007,Platform,Activision,0.74,0.03,0.01,0.12,0.9,64.0
1774,Super Street Fighter IV: 3D Edition,3DS,2011,Fighting,Capcom,0.42,0.28,0.14,0.07,0.9,85.0
1775,James Bond 007: Agent Under Fire,XB,2002,Shooter,Electronic Arts,0.65,0.22,0.0,0.03,0.9,71.42
1776,Apollo Justice: Ace Attorney,DS,2007,Adventure,Capcom,0.23,0.01,0.64,0.02,0.9,78.39
1777,X-Men Legends,XB,2004,Role-Playing,Activision,0.62,0.24,0.0,0.04,0.9,84.0
1778,NBA Live 2005,XB,2004,Sports,Electronic Arts,0.81,0.05,0.0,0.04,0.9,82.54
1779,MotorStorm: Arctic Edge,PSP,2009,Racing,Sony Computer Entertainment,0.13,0.5,0.0,0.26,0.9,81.28
1780,Harry Potter: Quidditch World Cup,PS2,2003,Sports,Electronic Arts,0.44,0.34,0.0,0.11,0.9,71.0
1781,Sonic Generations,X360,2011,Platform,Sega,0.45,0.35,0.0,0.09,0.9,78.67
1782,NCAA Football 11,X360,2010,Sports,Electronic Arts,0.83,0.0,0.0,0.07,0.9,82.0
1783,Madagascar,GBA,2005,Platform,Activision,0.62,0.24,0.0,0.03,0.89,57.0
1784,Blitz: The League,PS2,2005,Sports,Midway Games,0.74,0.03,0.0,0.12,0.89,77.59999999999998
1785,NBA 2K10,X360,2009,Sports,Take-Two Interactive,0.82,0.01,0.0,0.07,0.89,82.0
1786,Guitar Hero: Aerosmith,PS3,2008,Misc,Activision,0.66,0.13,0.0,0.1,0.89,74.0
1787,Castlevania: Circle of the Moon,GBA,2001,Platform,Konami Digital Entertainment,0.6,0.22,0.05,0.02,0.89,88.32
1788,Guitar Hero: Metallica,Wii,2009,Misc,Activision,0.39,0.41,0.0,0.1,0.89,88.0
1789,Tiger Woods PGA Tour 06,PS2,2005,Sports,Electronic Arts,0.74,0.03,0.0,0.12,0.89,81.62
1790,Kung Fu Panda,Wii,2008,Platform,Activision,0.49,0.31,0.0,0.09,0.89,57.0
1791,Classic NES Series: The Legend of Zelda,GBA,2004,Adventure,Nintendo,0.46,0.17,0.24,0.02,0.89,79.02
1792,Fire Emblem: The Sacred Stones,GBA,2004,Strategy,Nintendo,0.42,0.16,0.3,0.02,0.89,92.0
1793,Pokémon Card GB2: GRdan Sanjou,GB,2001,Strategy,Nintendo,0.0,0.0,0.89,0.0,0.89,78.0
1794,Band Hero,Wii,2009,Misc,Activision,0.54,0.26,0.0,0.09,0.89,79.39
1795,Operation Flashpoint: Dragon Rising,X360,2009,Shooter,Codemasters,0.35,0.43,0.02,0.1,0.89,75.43
1796,James Cameron's Avatar: The Game,PS3,2009,Action,Ubisoft,0.3,0.42,0.0,0.16,0.89,71.0
1797,Finding Nemo,GC,2003,Action,THQ,0.69,0.18,0.0,0.02,0.89,52.0
1798,Ace Combat 2,PS,1997,Simulation,Sony Computer Entertainment,0.16,0.11,0.56,0.06,0.89,81.0
1799,NFL 2K2,PS2,2001,Sports,Sega,0.44,0.34,0.0,0.11,0.89,86.85
1800,MLB 2001,PS,2000,Sports,Sony Computer Entertainment,0.49,0.34,0.0,0.06,0.89,78.0
1801,SingStar Anthems,PS2,2006,Misc,Sony Computer Entertainment,0.0,0.68,0.0,0.2,0.89,74.0
1802,Mega Man 8 Anniversary Collector's Edition,PS,1996,Platform,Capcom,0.44,0.3,0.09,0.06,0.88,79.0
1803,The Sims 2,DS,2005,Simulation,Electronic Arts,0.79,0.02,0.0,0.07,0.88,70.08
1804,WWE SmackDown vs. Raw 2009,PS3,2008,Fighting,THQ,0.48,0.27,0.01,0.12,0.88,82.0
1805,Phantasy Star Portable,PSP,2008,Role-Playing,Sega,0.16,0.05,0.63,0.04,0.88,83.0
1806,WWE SmackDown vs. Raw 2009,X360,2008,Fighting,THQ,0.56,0.24,0.0,0.08,0.88,82.0
1807,Skylanders Giants,X360,2012,Action,Activision,0.6,0.28,0.0,0.0,0.88,64.0
1808,LEGO Indiana Jones: The Original Adventures,PS3,2008,Adventure,Activision,0.39,0.35,0.0,0.15,0.88,81.0
1809,NBA 2K6,PS2,2005,Action,Take-Two Interactive,0.43,0.34,0.0,0.11,0.88,88.0
1810,Buzz! The Mega Quiz,PS2,2007,Misc,Sony Computer Entertainment,0.32,0.44,0.0,0.11,0.88,69.0
1811,Star Wars: Rebel Assault II - The Hidden Empire,PS,1996,Shooter,CTO SpA,0.49,0.33,0.0,0.06,0.88,63.0
1812,Call of Duty: Black Ops II,PC,2012,Shooter,Activision,0.31,0.44,0.0,0.13,0.88,69.0
1813,Tom Clancy's EndWar,X360,2008,Strategy,Ubisoft,0.55,0.24,0.01,0.08,0.88,78.91
1814,ESPN NHL 2K5,PS2,2004,Sports,Global Star,0.43,0.33,0.0,0.11,0.88,86.13
1815,Crimson Skies: High Road to Revenge,XB,2003,Simulation,Microsoft Game Studios,0.65,0.19,0.0,0.03,0.87,89.15
1816,Spec Ops: Ranger Elite,PS,2001,Shooter,TalonSoft,0.49,0.33,0.0,0.06,0.87,55.0
1817,Gex,PS,1995,Platform,Crystal Dynamics,0.49,0.33,0.0,0.06,0.87,77.0
1818,TouchMaster 2,DS,2008,Puzzle,Midway Games,0.3,0.48,0.0,0.1,0.87,72.0
1819,Yakuza 4,PS3,2010,Adventure,Sega,0.12,0.09,0.63,0.04,0.87,79.98
1820,Tom Clancy's Ghost Recon: Island Thunder,XB,2003,Shooter,Ubisoft,0.61,0.24,0.0,0.03,0.87,81.58
1821,Need for Speed: V-Rally,PS,1997,Racing,Infogrames,0.43,0.2899999999999999,0.09,0.06,0.87,64.0
1822,Kingdom Hearts Re: Chain of Memories,PS2,2008,Role-Playing,Square Enix,0.73,0.03,0.0,0.12,0.87,77.54
1823,NFL GameDay '97,PS,1996,Sports,Sony Computer Entertainment,0.48,0.33,0.0,0.06,0.87,79.0
1824,Tony Hawk's Project 8,PS2,2006,Sports,Activision,0.72,0.03,0.0,0.12,0.87,75.0
1825,NHL 2000,PS,1998,Sports,Electronic Arts,0.48,0.33,0.0,0.06,0.87,82.0
1826,Fight Night Round 2,PS2,2005,Fighting,Electronic Arts,0.72,0.03,0.0,0.12,0.87,87.31
1827,Conflict: Desert Storm,XB,2002,Shooter,SCi,0.48,0.37,0.0,0.02,0.87,76.41
1828,Triple Play 2002,PS2,2002,Sports,Electronic Arts,0.43,0.33,0.0,0.11,0.87,69.5
1829,Rocksmith,X360,2011,Misc,Ubisoft,0.67,0.12,0.01,0.07,0.87,86.0
1830,Brothers in Arms: Hell's Highway,PS3,2008,Shooter,Ubisoft,0.41,0.32,0.0,0.14,0.87,76.20999999999998
1831,Vagrant Story,PS,2000,Role-Playing,Crave Entertainment,0.3,0.2,0.3,0.06,0.87,90.0
1832,Warriors Orochi,PS2,2007,Action,Tecmo Koei,0.11,0.09,0.64,0.03,0.87,54.5
1833,We Ski & Snowboard,Wii,2008,Sports,Atari,0.36,0.28,0.15,0.08,0.87,68.7
1834,SingStar '90s,PS2,2007,Misc,Sony Computer Entertainment,0.1,0.59,0.0,0.18,0.87,77.0
1835,Blue Dragon,X360,2006,Role-Playing,Microsoft Game Studios,0.28,0.3,0.21,0.07,0.86,76.67
1836,Madden NFL 08,Wii,2007,Sports,Electronic Arts,0.8,0.0,0.0,0.07,0.86,76.0
1837,MLB 12: The Show,PS3,2012,Sports,Sony Computer Entertainment,0.8,0.0,0.0,0.06,0.86,85.0
1838,EA Sports Grand Slam Tennis,Wii,2009,Sports,Electronic Arts,0.26,0.48,0.02,0.1,0.86,78.53
1839,FIFA Soccer 09 All-Play,Wii,2008,Sports,Electronic Arts,0.27,0.5,0.0,0.09,0.86,78.0
1840,Rocky,PS2,2002,Fighting,Rage Software,0.42,0.33,0.0,0.11,0.86,76.61
1841,Just Dance 4,X360,2012,Misc,Ubisoft,0.67,0.12,0.0,0.07,0.86,75.4
1842,LEGO Indiana Jones 2: The Adventure Continues,X360,2009,Adventure,Activision,0.54,0.23,0.0,0.08,0.86,78.0
1843,Kirby: Mass Attack,DS,2011,Platform,Nintendo,0.37,0.05,0.4,0.04,0.86,84.36
1844,Ford Racing,PS,2001,Racing,Empire Interactive,0.48,0.33,0.0,0.06,0.86,56.0
1845,Winning Eleven: Pro Evolution Soccer 2007,PSP,2006,Sports,Konami Digital Entertainment,0.01,0.72,0.12,0.01,0.86,81.23
1846,Madden Football 64,N64,1997,Sports,Electronic Arts,0.81,0.04,0.0,0.01,0.86,79.0
1847,MLB 99,PS,1998,Sports,Sony Computer Entertainment,0.48,0.32,0.0,0.06,0.86,74.0
1848,Plants vs. Zombies,DS,2011,Strategy,Mastertronic,0.72,0.07,0.0,0.07,0.86,84.0
1849,Operation Flashpoint: Dragon Rising,PS3,2009,Shooter,Codemasters,0.22,0.43,0.05,0.16,0.86,75.4
1850,Metal Gear Ac!d,PSP,2004,Strategy,Konami Digital Entertainment,0.32,0.25,0.12,0.17,0.86,86.0
1851,Dynasty Warriors 4: Xtreme Legends,PS2,2003,Action,Tecmo Koei,0.17,0.13,0.51,0.04,0.86,69.73
1852,Monster 4X4: World Circuit,Wii,2006,Racing,Ubisoft,0.78,0.0,0.01,0.07,0.85,58.0
1853,Marvel: Ultimate Alliance 2,X360,2009,Role-Playing,Activision,0.65,0.13,0.0,0.07,0.85,76.12
1854,Army Men: Air Attack,PS,1999,Action,3DO,0.47,0.32,0.0,0.06,0.85,70.72
1855,Bayonetta,X360,2009,Action,Sega,0.47,0.22,0.09,0.08,0.85,89.89
1856,Peppa Pig: The Game,DS,2008,Misc,Pinnacle,0.0,0.79,0.0,0.06,0.85,42.0
1857,Samba De Amigo,Wii,2008,Misc,Sega,0.4,0.35,0.01,0.09,0.85,68.12
1858,Street Fighter Alpha 2,PS,1996,Fighting,Virgin Interactive,0.14,0.09,0.57,0.06,0.85,84.0
1859,White Knight Chronicles: International Edition,PS3,2008,Role-Playing,Sony Computer Entertainment,0.28,0.14,0.36,0.07,0.85,77.0
1860,Tiger Woods PGA Tour 2005,XB,2004,Sports,Electronic Arts,0.64,0.18,0.0,0.03,0.85,86.51
1861,Sonic Chronicles: The Dark Brotherhood,DS,2008,Role-Playing,Sega,0.49,0.27,0.01,0.08,0.85,77.0
1862,Dante's Inferno,X360,2010,Action,Electronic Arts,0.57,0.19,0.02,0.07,0.85,73.53
1863,Rampage World Tour,PS,1997,Action,GT Interactive,0.47,0.32,0.0,0.06,0.85,72.0
1864,FIFA Soccer 08,DS,2007,Sports,Electronic Arts,0.1,0.65,0.0,0.11,0.85,72.0
1865,Brutal Legend,PS3,2009,Action,Electronic Arts,0.5,0.23,0.0,0.12,0.85,81.08
1866,Ratatouille,PS2,2007,Platform,THQ,0.31,0.42,0.0,0.11,0.85,70.0
1867,NFL GameDay,PS,1995,Sports,Sony Computer Entertainment,0.47,0.32,0.0,0.06,0.85,73.0
1868,Burnout 2: Point of Impact,PS2,2002,Racing,Acclaim Entertainment,0.42,0.32,0.0,0.11,0.85,89.43
1869,Street Fighter EX3,PS2,2000,Fighting,Virgin Interactive,0.32,0.25,0.2,0.08,0.85,77.0
1870,Nickelodeon Fit,Wii,2010,Sports,Take-Two Interactive,0.7,0.08,0.0,0.07,0.85,55.0
1871,Spider-Man 2,GC,2004,Action,Activision,0.65,0.17,0.0,0.02,0.84,82.0
1872,Fallout 3,PC,2008,Role-Playing,Bethesda Softworks,0.0,0.78,0.0,0.06,0.84,90.69
1873,Lost Odyssey,X360,2007,Role-Playing,Microsoft Game Studios,0.42,0.23,0.11,0.08,0.84,79.72
1874,Wizards of Waverly Place,DS,2009,Misc,Disney Interactive Studios,0.57,0.19,0.0,0.08,0.84,60.17
1875,Super Street Fighter IV,X360,2010,Fighting,Capcom,0.51,0.19,0.07,0.07,0.84,87.0
1876,The Incredibles,GC,2004,Action,THQ,0.65,0.17,0.0,0.02,0.84,63.0
1877,Fight Night Champion,PS3,2011,Fighting,Electronic Arts,0.34,0.36,0.0,0.15,0.84,83.68
1878,PilotWings Resort,3DS,2011,Simulation,Nintendo,0.34,0.31,0.13,0.06,0.84,75.0
1879,ATV Quad Power Racing 2,PS2,2003,Racing,Acclaim Entertainment,0.41,0.32,0.0,0.11,0.84,71.46
1880,F1 2009,Wii,2009,Racing,Codemasters,0.15,0.59,0.0,0.11,0.84,73.0
1881,Rocket Power: Team Rocket Rescue,PS,2001,Sports,THQ,0.47,0.32,0.0,0.05,0.84,51.0
1882,Sonic Unleashed,X360,2008,Platform,Sega,0.45,0.3,0.0,0.09,0.84,69.0
1883,Big Mutha Truckers,PS2,2002,Racing,Empire Interactive,0.41,0.32,0.0,0.11,0.84,66.41
1884,Petz Dogz Fashion,DS,2008,Simulation,Ubisoft,0.45,0.3,0.0,0.09,0.84,64.0
1885,Rogue Galaxy,PS2,2005,Role-Playing,Sony Computer Entertainment,0.24,0.16,0.39,0.05,0.84,81.92
1886,ESPN College Hoops 2K5,PS2,2004,Sports,Sega,0.41,0.32,0.0,0.11,0.84,85.0
1887,NBA 2K8,X360,2007,Sports,Take-Two Interactive,0.77,0.0,0.0,0.06,0.84,85.0
1888,Grand Theft Auto: San Andreas,PC,2005,Action,Take-Two Interactive,0.0,0.81,0.0,0.03,0.84,91.94
1889,Lost Planet 2,PS3,2010,Shooter,Capcom,0.24,0.28,0.2,0.11,0.84,69.5
1890,Metroid: Zero Mission,GBA,2004,Adventure,Nintendo,0.6,0.22,0.0,0.01,0.84,89.89
1891,Ben 10: Protector of Earth,PS2,2007,Action,D3Publisher,0.09,0.61,0.0,0.13,0.84,57.2
1892,Kingdom Hearts Re:coded,DS,2010,Role-Playing,Square Enix,0.45,0.07,0.27,0.05,0.84,70.18
1893,GRID,X360,2008,Racing,Codemasters,0.32,0.41,0.01,0.09,0.84,86.54
1894,Guitar Hero: Warriors of Rock,Wii,2010,Misc,Activision,0.43,0.32,0.0,0.09,0.84,79.0
1895,Q*bert,PS,1999,Puzzle,Atari,0.46,0.32,0.0,0.05,0.84,58.0
1896,DiRT,X360,2007,Racing,Codemasters,0.37,0.38,0.0,0.09,0.83,83.49
1897,Ace Combat 3: Electrosphere,PS,1999,Simulation,Sony Computer Entertainment,0.22,0.15,0.4,0.05,0.83,73.92
1898,Dynasty Warriors 2,PS2,2000,Action,THQ,0.24,0.19,0.34,0.06,0.83,71.88
1899,Madden NFL 07,PSP,2006,Sports,Electronic Arts,0.77,0.03,0.0,0.04,0.83,84.0
1900,Army of Two: The 40th Day,X360,2010,Shooter,Electronic Arts,0.52,0.22,0.0,0.08,0.83,72.31999999999998
1901,Medal of Honor: Warfighter,X360,2012,Shooter,Electronic Arts,0.42,0.32,0.01,0.09,0.83,68.0
1902,Lizzie McGuire 2: Lizzie Diaries,GBA,2004,Action,Disney Interactive Studios,0.6,0.22,0.0,0.01,0.83,55.0
1903,Xenoblade Chronicles,Wii,2010,Role-Playing,Nintendo,0.39,0.22,0.16,0.07,0.83,91.74
1904,SingStar Abba,PS3,2008,Misc,Sony Computer Entertainment,0.25,0.44,0.0,0.14,0.83,73.0
1905,FIFA Soccer World Championship,PS2,2000,Sports,Electronic Arts,0.27,0.21,0.28,0.07,0.83,73.0
1906,WWE SmackDown vs. Raw 2011,X360,2010,Fighting,THQ,0.42,0.32,0.0,0.09,0.83,82.0
